"Sample Number","algorithm","fileSize","kvalue","Time"
039,quickselect,1000000,9652,0.934
040,quickselect,1000000,3378,0.830
041,quickselect,1000000,2220,1.560
042,quickselect,1000000,18464,1.326
043,quickselect,1000000,23778,1.194
044,quickselect,1000000,784,1.555
045,quickselect,1000000,26672,1.719
046,quickselect,1000000,2538,0.965
047,quickselect,1000000,9886,1.154
048,quickselect,1000000,14191,1.003
049,quickselect,1000000,2843,1.099
050,quickselect,1000000,6768,1.040
051,quickselect,1000000,5729,1.323
052,quickselect,1000000,4708,1.543
053,quickselect,1000000,24688,1.554
054,quickselect,1000000,17650,1.092
055,quickselect,1000000,9389,0.925
056,quickselect,1000000,5764,1.117
057,quickselect,1000000,23171,0.873
058,quickselect,1000000,9982,1.080
059,quickselect,1000000,21521,0.952
060,quickselect,1000000,26674,0.811
061,quickselect,1000000,12886,0.878
062,quickselect,1000000,26270,1.034
063,quickselect,1000000,10714,1.363
064,quickselect,1000000,32168,2.000
065,quickselect,1000000,1206,0.866
066,quickselect,1000000,8002,1.165
067,quickselect,1000000,30361,1.447
068,quickselect,1000000,17350,0.910
069,quickselect,1000000,9493,1.008
070,quickselect,1000000,12652,1.006
071,quickselect,1000000,10841,1.283
072,quickselect,1000000,17309,1.208
073,quickselect,1000000,16934,1.745
074,quickselect,1000000,24862,1.344
075,quickselect,1000000,12445,1.988
076,quickselect,1000000,5307,1.428
077,quickselect,1000000,14395,2.838
078,quickselect,1000000,28419,1.675
079,quickselect,1000000,4124,1.055
080,quickselect,1000000,10292,1.310
081,quickselect,1000000,11614,1.019
082,quickselect,1000000,6239,1.676
083,quickselect,1000000,19003,1.011
084,quickselect,1000000,14453,1.073
085,quickselect,1000000,21297,1.684
086,quickselect,1000000,10680,1.192
087,quickselect,1000000,13902,1.541
088,quickselect,1000000,27080,0.983
089,quickselect,1000000,27270,1.334
090,quickselect,1000000,4162,0.967
091,quickselect,1000000,21647,1.027
092,quickselect,1000000,26534,1.301
093,quickselect,1000000,25789,0.999
094,quickselect,1000000,5643,0.906
095,quickselect,1000000,21722,0.860
096,quickselect,1000000,2752,1.001
097,quickselect,1000000,16097,0.985
098,quickselect,1000000,13547,1.583
099,quickselect,1000000,19758,1.079
100,quickselect,1000000,21452,1.014
101,quickselect,1000000,29313,0.767
102,quickselect,1000000,11305,1.088
103,quickselect,1000000,23524,0.841
104,quickselect,1000000,18192,1.187
105,quickselect,1000000,6224,0.817
106,quickselect,1000000,17645,0.841
107,quickselect,1000000,12717,1.214
108,quickselect,1000000,29871,1.016
109,quickselect,1000000,6268,1.208
110,quickselect,1000000,29034,1.043
111,quickselect,1000000,16205,0.826
112,quickselect,1000000,14775,1.038
113,quickselect,1000000,1230,0.826
114,quickselect,1000000,13000,0.856
115,quickselect,1000000,793,0.790
116,quickselect,1000000,1510,1.015
117,quickselect,1000000,30854,0.929
118,quickselect,1000000,29138,1.104
119,quickselect,1000000,12849,1.391
120,quickselect,1000000,12863,1.178
121,quickselect,1000000,6644,1.453
122,quickselect,1000000,13924,1.722
123,quickselect,1000000,14718,1.079
124,quickselect,1000000,13393,0.995
125,quickselect,1000000,6614,1.563
126,quickselect,1000000,27026,1.072
127,quickselect,1000000,21098,1.762
128,quickselect,1000000,14914,1.152
129,quickselect,1000000,19573,2.407
130,quickselect,1000000,3737,1.501
131,quickselect,1000000,10082,2.302
132,quickselect,1000000,31646,1.031
133,quickselect,1000000,14462,1.928
134,quickselect,1000000,7814,1.031
135,quickselect,1000000,17421,1.088
136,quickselect,1000000,19170,1.456
137,quickselect,1000000,14241,1.001
138,quickselect,1000000,29352,1.142
139,quickselect,1000000,19785,0.895
140,quickselect,1000000,13254,0.816
141,quickselect,1000000,1259,1.154
142,quickselect,1000000,27063,1.091
143,quickselect,1000000,15594,1.249
144,quickselect,1000000,12878,0.877
145,quickselect,1000000,21732,1.469
146,quickselect,1000000,13249,1.512
147,quickselect,1000000,7473,1.819
148,quickselect,1000000,20111,2.175
149,quickselect,1000000,21352,1.111
150,quickselect,1000000,28888,1.476
151,quickselect,1000000,14,0.951
152,quickselect,1000000,10562,0.927
153,quickselect,1000000,9030,1.206
154,quickselect,1000000,3709,1.335
155,quickselect,1000000,11798,0.923
156,quickselect,1000000,17674,1.110
157,quickselect,1000000,15258,1.371
158,quickselect,1000000,4042,1.331
159,quickselect,1000000,18754,1.452
160,quickselect,1000000,6277,0.854
161,quickselect,1000000,16106,1.038
162,quickselect,1000000,11363,0.950
163,quickselect,1000000,24429,0.789
164,quickselect,1000000,13588,1.028
165,quickselect,1000000,10243,0.758
166,quickselect,1000000,29211,1.460
167,quickselect,1000000,10379,1.081
168,quickselect,1000000,3691,1.061
169,quickselect,1000000,26770,1.052
170,quickselect,1000000,21861,1.380
171,quickselect,1000000,27818,1.288
172,quickselect,1000000,11991,1.109
173,quickselect,1000000,21889,1.944
174,quickselect,1000000,23681,2.062
175,quickselect,1000000,19883,1.498
176,quickselect,1000000,25682,1.038
177,quickselect,1000000,32023,1.573
178,quickselect,1000000,20834,1.131
179,quickselect,1000000,28861,0.933
180,quickselect,1000000,12873,0.740
181,quickselect,1000000,17102,1.642
182,quickselect,1000000,9825,1.193
183,quickselect,1000000,17309,0.864
184,quickselect,1000000,5159,0.962
185,quickselect,1000000,23795,1.073
186,quickselect,1000000,31140,0.795
187,quickselect,1000000,22926,0.848
188,quickselect,1000000,23721,1.145
189,quickselect,1000000,4096,0.988
190,quickselect,1000000,25420,0.833
191,quickselect,1000000,7194,0.889
192,quickselect,1000000,15841,1.307
193,quickselect,1000000,17337,0.958
194,quickselect,1000000,31330,1.173
195,quickselect,1000000,19335,1.024
196,quickselect,1000000,17927,1.030
197,quickselect,1000000,19977,1.418
198,quickselect,1000000,15487,0.930
199,quickselect,1000000,2840,0.977
200,quickselect,1000000,23811,1.074
